SubjectID	Activity	SignalMeasure	SignalValueAverage
1	STANDING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.0593972209811321
1	STANDING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Z_AXIS	0.074800751
1	STANDING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.987191946603774
1	STANDING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Y_AXIS	-0.98773444
1	STANDING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.980645626981132
1	LAYING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_X_AXIS	0.22159824394
1	LAYING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.0405139534294
1	LAYING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Z_AXIS	-0.11320355358
1	LAYING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.9280564692
1	LAYING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Y_AXIS	-0.83682740562
1	LAYING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.826061401628
1	LAYING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_X_AXIS	-0.24888179828
1	LAYING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Y_AXIS	0.70554977346
1	LAYING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Z_AXIS	0.4458177198
1	LAYING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_X_AXIS	-0.8968300184
1	LAYING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Y_AXIS	-0.90772000676
1	LAYING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Z_AXIS	-0.85236629022
1	LAYING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_X_AXIS	-0.016553093978
1	LAYING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.064486124088
1	LAYING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Z_AXIS	0.14868943626
1	LAYING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.87354386782
1	LAYING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Y_AXIS	-0.9510904402
1	LAYING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.9082846626
2	WALKING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_X_AXIS	0.276426586440678
2	WALKING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.0185949199145763
2	WALKING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Z_AXIS	-0.105500357966102
2	WALKING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.423642838474576
2	WALKING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Y_AXIS	-0.0780912533118644
2	WALKING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.425257524915254
2	WALKING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_X_AXIS	0.91301733338983
2	WALKING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Y_AXIS	-0.34660709
2	WALKING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Z_AXIS	0.0847270871186441
2	WALKING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_X_AXIS	-0.972693201355932
2	WALKING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Y_AXIS	-0.972116879661017
2	WALKING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Z_AXIS	-0.972072847627119
2	WALKING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_X_AXIS	-0.0530258157347458
2	WALKING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.0482382316949153
2	WALKING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Z_AXIS	0.0828336633220339
2	WALKING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.561550255762712
2	WALKING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Y_AXIS	-0.53845366779661
2	WALKING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.481085535084746
2	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_MEAN_BODY_IN_X_AXIS	0.247164790395833
2	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.0214121132045833
2	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Z_AXIS	-0.152513899520833
2	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.304376406458333
2	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Y_AXIS	0.108027279889583
2	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.112121021220833
2	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_X_AXIS	0.790717418541667
2	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Y_AXIS	-0.416214890416667
2	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Z_AXIS	-0.195888238891667
2	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_X_AXIS	-0.934407739791667
2	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Y_AXIS	-0.92376745375
2	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Z_AXIS	-0.878004056875
2	WALKING_UPSTAIRS	FROM_GYRO_SIGNAL_MEAN_BODY_IN_X_AXIS	-0.0576912634583333
2	WALKING_UPSTAIRS	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.0320883097395833
2	WALKING_UPSTAIRS	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Z_AXIS	0.0688374021666667
2	WALKING_UPSTAIRS	FROM_GYRO_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.439253058958333
2	WALKING_UPSTAIRS	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Y_AXIS	-0.466298336666667
2	WALKING_UPSTAIRS	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.163995791679167
2	WALKING_DOWNSTAIRS	FROM_ACCL_SIGNAL_MEAN_BODY_IN_X_AXIS	0.27761534806383
2	WALKING_DOWNSTAIRS	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.0226614158361702
2	WALKING_DOWNSTAIRS	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Z_AXIS	-0.116812942382979
2	WALKING_DOWNSTAIRS	FROM_ACCL_SIGNAL_STDEV_BODY_IN_X_AXIS	0.0463666814446808
2	WALKING_DOWNSTAIRS	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Y_AXIS	0.262881788951064
2	WALKING_DOWNSTAIRS	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.10283790806383
2	WALKING_DOWNSTAIRS	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_X_AXIS	0.861831345531915
2	WALKING_DOWNSTAIRS	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Y_AXIS	-0.325780100638298
2	WALKING_DOWNSTAIRS	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Z_AXIS	-0.0438890162723404
2	WALKING_DOWNSTAIRS	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_X_AXIS	-0.940361759574468
2	WALKING_DOWNSTAIRS	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Y_AXIS	-0.940068525531915
2	WALKING_DOWNSTAIRS	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Z_AXIS	-0.931438313191489
2	WALKING_DOWNSTAIRS	FROM_GYRO_SIGNAL_MEAN_BODY_IN_X_AXIS	-0.11594735287234
2	WALKING_DOWNSTAIRS	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.00482329231914894
2	WALKING_DOWNSTAIRS	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Z_AXIS	0.097173808906383
2	WALKING_DOWNSTAIRS	FROM_GYRO_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.320789230008511
2	WALKING_DOWNSTAIRS	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Y_AXIS	-0.415739144893617
2	WALKING_DOWNSTAIRS	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.279418388042553
2	SITTING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_X_AXIS	0.27708735173913
2	SITTING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.0156879937282609
2	SITTING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Z_AXIS	-0.109218272456522
2	SITTING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.986822279565217
2	SITTING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Y_AXIS	-0.950704499130435
2	SITTING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.95982817173913
2	SITTING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_X_AXIS	0.940477273043478
2	SITTING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Y_AXIS	-0.105630024498783
2	SITTING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Z_AXIS	0.19872676876087
2	SITTING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_X_AXIS	-0.979988760869565
2	SITTING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Y_AXIS	-0.956750273043478
2	SITTING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Z_AXIS	-0.954415873043478
2	SITTING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_X_AXIS	-0.0454706620434783
2	SITTING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.0599286797043478
2	SITTING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Z_AXIS	0.0412277462173913
2	SITTING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.985742027826087
2	SITTING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Y_AXIS	-0.978919526956522
2	SITTING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.959803708695652
2	STANDING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_X_AXIS	0.277911472222222
2	STANDING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.0184208270166667
2	STANDING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Z_AXIS	-0.105908536055556
2	STANDING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.987271889259259
2	STANDING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Y_AXIS	-0.957304989259259
2	STANDING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.949741851296296
2	STANDING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_X_AXIS	0.896928566851852
2	STANDING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Y_AXIS	-0.370062696851852
2	STANDING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Z_AXIS	0.129747161222222
2	STANDING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_X_AXIS	-0.986685818703704
2	STANDING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Y_AXIS	-0.97419442037037
2	STANDING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Z_AXIS	-0.945927078703704
2	STANDING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_X_AXIS	-0.0238623875712963
2	STANDING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.0820396577592593
2	STANDING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Z_AXIS	0.0878351695481481
2	STANDING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.972998629814815
2	STANDING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Y_AXIS	-0.971441996481481
2	STANDING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.964856701851852
2	LAYING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_X_AXIS	0.281373403958333
2	LAYING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.0181587397583333
2	LAYING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Z_AXIS	-0.107245610416667
2	LAYING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.974059464791667
2	LAYING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Y_AXIS	-0.98027739875
2	LAYING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.984233296875
2	LAYING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_X_AXIS	-0.509754238125
2	LAYING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Y_AXIS	0.752536639375
2	LAYING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Z_AXIS	0.646834879583333
2	LAYING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_X_AXIS	-0.959014441458333
2	LAYING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Y_AXIS	-0.988211865208333
2	LAYING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Z_AXIS	-0.984230418125
2	LAYING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_X_AXIS	-0.01847660675
2	LAYING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.111800824583333
2	LAYING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Z_AXIS	0.144882846104167
2	LAYING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.988275232916667
2	LAYING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Y_AXIS	-0.982291608958333
2	LAYING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.960306560416667
3	WALKING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_X_AXIS	0.275567462068966
3	WALKING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.0171767844203448
3	WALKING	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Z_AXIS	-0.112674859827586
3	WALKING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.360356726034483
3	WALKING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Y_AXIS	-0.0699140652103448
3	WALKING	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.387411994310345
3	WALKING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_X_AXIS	0.936506743275862
3	WALKING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Y_AXIS	-0.261986357931034
3	WALKING	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Z_AXIS	-0.138107866258621
3	WALKING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_X_AXIS	-0.97777159137931
3	WALKING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Y_AXIS	-0.962355639482759
3	WALKING	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Z_AXIS	-0.952091795
3	WALKING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_X_AXIS	-0.0256405192517241
3	WALKING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.0779150937413793
3	WALKING	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Z_AXIS	0.0813485942827586
3	WALKING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.571869560172414
3	WALKING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Y_AXIS	-0.563793260172414
3	WALKING	FROM_GYRO_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.476696411551724
3	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_MEAN_BODY_IN_X_AXIS	0.260819873067797
3	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.0324109410555932
3	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_MEAN_BODY_IN_Z_AXIS	-0.110064863437288
3	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_STDEV_BODY_IN_X_AXIS	-0.313123437627119
3	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Y_AXIS	0.0116280813372881
3	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_STDEV_BODY_IN_Z_AXIS	-0.369754604067797
3	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_X_AXIS	0.883533436101695
3	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Y_AXIS	-0.382851153728814
3	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_MEAN_GRAVITY_IN_Z_AXIS	-0.162943955254237
3	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_X_AXIS	-0.944040819322034
3	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Y_AXIS	-0.909825953898305
3	WALKING_UPSTAIRS	FROM_ACCL_SIGNAL_STDEV_GRAVITY_IN_Z_AXIS	-0.909469675084746
3	WALKING_UPSTAIRS	FROM_GYRO_SIGNAL_MEAN_BODY_IN_X_AXIS	0.0721980309322034
3	WALKING_UPSTAIRS	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Y_AXIS	-0.139275405637288
3	WALKING_UPSTAIRS	FROM_GYRO_SIGNAL_MEAN_BODY_IN_Z_AXIS	0.0215603697
